Norma,Escala Normativa,Ambito Territorial,CCAA,Provincia,Ciudad,URL,Codigo del Documento,Sostenibilidad Económica,Sostenibilidad Ambiental,Cambio Climático,Sostenibilidad Social,Gobernanza Urbana,Comentario,Etiquetador,Fecha Etiquetado,Validador,Fecha Validado,Sostenibilidad Económica.1,Sostenibilidad Ambiental.1,Cambio Climático.1,Sostenibilidad Social.1,Gobernanza Urbana.1,Norma_translated
"Directive 87/357/EEC concerning products which, appearing to be other than they are, endanger the health or safety of consumers",DIR_UE,COM,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A31987L0357,57,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000001000000000000000000000000000,G000000000000000000000,English/ spanish and other EU languages,,,,,,,,SOC_050200,,"Directiva 87/357/CEE relativa a los productos que, al parecer distintos de ellos, ponen en peligro la salud o la seguridad de los consumidores"
Directive (EU) 2017/2108 amending Directive 2009/45/EC on safety rules and standards for passenger ships,DIR_UE,COM,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A32017L2108,58,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000001000000000000000000000000000,G000000000000000000000,English/ spanish and other EU languages,,,,,,,,SOC_050200,,Directiva (UE) 2017/2108 por la que se modifica la Directiva 2009/45/CE sobre normas y reglas de seguridad para los buques de pasaje
Regulation (EEC) No 3922/91 harmonising technical requirements and administrative procedures in the field of civil aviation,REG_UE,COM,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A31991R3922,59,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000001000000000000000000000000000,G000000000000000000000,English/ spanish and other EU languages,,,,,,,,SOC_050200,,Reglamento (CEE) no 3922/91 por el que se armonizan los requisitos técnicos y los procedimientos administrativos en el ámbito de la aviación civil
Directive 2014/60/EU of the European Parliament and of the Council of 15 May 2014 on the return of cultural objects unlawfully removed from the territory of a Member State and amending Regulation (EU) No 1024/2012,DIR_UE,COM,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A32014L0060,60,E00000000000000,A000000000000000000100000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000000000000000000,English/ spanish and other EU languages,,,,,,AMB_020300,,,,"Directiva 2014/60/UE del Parlamento Europeo y del Consejo, de 15 de mayo de 2014, relativa a la restitución de bienes culturales sacados ilegalmente del territorio de un Estado miembro y por la que se modifica el Reglamento (UE) n.o 1024/2012"
Conclusions on the digitisation and online accessibility of cultural material and digital preservation,DOC_UE,COM,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A52012XG0615%2802%29,61,E00000000000000,A000000000000000000100000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000000000000000000,English/ spanish and other EU languages,,,,,,AMB_020300,,,,Conclusiones sobre la digitalización y la accesibilidad en línea del material cultural y la preservación digital
2006/515/EC: Council Decision of 18 May 2006 on the conclusion of the Convention on the Protection and Promotion of the Diversity of Cultural Expressions,Decisión,COM,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A32006D0515,62,E00000000000000,A000000000000000000100000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000000000000000000,English/ spanish and other EU languages,,,,,,AMB_020300,,,,"2006/515/CE: Decisión del Consejo, de 18 de mayo de 2006, relativa a la celebración de la Convención sobre la protección y la promoción de la diversidad de las expresiones culturales"
Regulation (EC) No 116/2009 on the export of cultural goods,REG_UE,COM,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A32009R0116,63,E00000000000000,A000000000000000000100000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000000000000000000,English/ spanish and other EU languages,,,,,,AMB_020300,,,,Reglamento (CE) no 116/2009 sobre la exportación de bienes culturales
Council Conclusions on culture in the EU's external relations with a focus on culture in development cooperation,DOC_UE,COM,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A52015XG1215%2804%29,64,E00000000000000,A000000000000000000100000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000000000000000000,English/ spanish and other EU languages,,,,,,AMB_020300,,,,"Conclusiones del Consejo sobre la cultura en las relaciones exteriores de la UE, con especial atención a la cultura en la cooperación al desarrollo"
"Council conclusions on cultural and creative crossovers to stimulate innovation, economic sustainability and social inclusion",DOC_UE,COM,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A52015XG0527%2803%29,65,E00000000000100,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000010000000000001,G000000000000000000000,English/ spanish and other EU languages,,,,,ECO_110000,,,SOC_080000; SOC_060100,,"Conclusiones del Consejo sobre los intercambios culturales y creativos para estimular la innovación, la sostenibilidad económica y la inclusión social"
Decision No 1194/2011/EU establishing the European Heritage Label,Decisión,COM,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A32011D1194,66,E00000000000000,A000000000000000000100000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000000000000000000,English/ spanish and other EU languages,,,,,,AMB_020300,,,,Decisión no 1194/2011/UE por la que se establece el Sello de Patrimonio Europeo
Council conclusions on participatory governance of cultural heritage,DOC_UE,COM,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A52014XG1223%2801%29,67,E00000000000000,A000000000000000000100000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000001,G000000000000000010000,English/ spanish and other EU languages,,,,,,AMB_020300,,SOC_080000,GOB_030000,Conclusiones del Consejo sobre la gobernanza participativa del patrimonio cultural
Decision No 445/2014/EU — EU action for the European Capitals of Culture for the years 2020 to 2033,Decisión,COM,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A32014D0445,68,E00000000000000,A000000000000000000100000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000000000000000000,English/ spanish and other EU languages,,,,,,AMB_020300,,,,Decisión no 445/2014/UE — Acción de la UE en favor de las Capitales Europeas de la Cultura para los años 2020 a 2033
Regulation (EC) No 515/97 on mutual assistance between the administrative authorities of the Member States and cooperation between the latter and the Commission to ensure the correct application of the law on customs or agricultural matters,REG_UE,COM,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A31997R0515,69,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000000000000000001,English/ spanish and other EU languages,,,,,,,,,GOB_070000,Reglamento (CE) n° 515/97 relativo a la asistencia mutua entre las autoridades administrativas de los Estados miembros y a la cooperación entre éstas y la Comisión para garantizar la correcta aplicación de la legislación aduanera o agrícola
Regulation (EU) 2021/444 establishing the EU’s programme for cooperation in the field of customs,REG_UE,COM,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A32021R0444,70,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000000000000000001,English/ spanish and other EU languages,,,,,,,,,GOB_070000,Reglamento (UE) 2021/444 por el que se establece el programa de cooperación de la UE en el ámbito aduanero
Regulation (EU) No 952/2013 — laying down the Union Customs Code,REG_UE,COM,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex:32013R0952,71,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000000000000000001,English/ spanish and other EU languages,,,,,,,,,GOB_070000,Reglamento (UE) no 952/2013 — por el que se establece el Código Aduanero de la Unión
Council Directive 98/59/EC on the approximation of EU countries’ laws regarding collective redundancies,DIR_UE,COM,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A31998L0059,72,E00000010000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000000000000000000,English/ spanish and other EU languages,,,,,ECO_060000,,,,,Directiva 98/59/CE del Consejo relativa a la aproximación de las legislaciones de los países de la UE sobre despidos colectivos
Regulation (EC) No 1186/2009 setting up an EU system of reliefs from customs duty,REG_UE,COM,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex:32009R1186,73,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000000000000000001,English/ spanish and other EU languages,,,,,,,,,GOB_070000,Reglamento (CE) no 1186/2009 por el que se establece un régimen comunitario de franquicias aduaneras
Regulation (EEC) No 3912/92 on controls carried out within the EU in the field of road and inland waterway transport in respect of means of transport registered or put into circulation in a non-EU country,REG_UE,COM,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A31992R3912,74,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000000000000000001,English/ spanish and other EU languages,,,,,,,,,GOB_070000,Reglamento (CEE) n° 3912/92 relativo a los controles efectuados en el interior de la UE en el ámbito del transporte por carretera y por vía navegable con respecto a los medios de transporte registrados o puestos en circulación en un país no perteneciente a la UE
Regulation (EC) No 1100/2008 on eliminating controls performed at the EU countries’ frontiers in the field of road and inland waterway transport,REG_UE,COM,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A32008R1100,75,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000000000000000001,English/ spanish and other EU languages,,,,,,,,,GOB_070000,Reglamento (CE) no 1100/2008 sobre la eliminación de los controles efectuados en las fronteras de los países de la UE en el ámbito del transporte por carretera y por vía navegable
Regulation (EU) No 608/2013 on customs enforcement of intellectual property rights,REG_UE,COM,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A32013R0608,76,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000000000000000001,English/ spanish and other EU languages,,,,,,,,,GOB_070000,"Reglamento (UE) no 608/2013 del Parlamento Europeo y del Consejo, sobre la aplicación de los derechos de propiedad intelectual en las aduanas"
Regulation (EU) 2018/1672 on controls on cash entering or leaving the EU,REG_UE,COM,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A32018R1672,77,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000000000000000001,English/ spanish and other EU languages,,,,,,,,,GOB_070000,Reglamento (UE) 2018/1672 sobre los controles de entrada o salida de efectivo en la UE
Regulation (EC) No 273/2004 on drug precursors,REG_UE,COM,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A32004R0273,78,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000000000000000001,English/ spanish and other EU languages,,,,,,,,,GOB_070000,Reglamento (CE) no 273/2004 sobre precursores de drogas
Regulation (EC) No 111/2005 — rules for the monitoring of trade between the EU and non-EU countries in drug precursors,REG_UE,COM,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex:32005R0111,79,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000000000000000001,English/ spanish and other EU languages,,,,,,,,,GOB_070000,Reglamento (CE) no 111/2005 — Normas para el seguimiento del comercio de precursores de drogas entre la UE y terceros países
"Regulation (EU) 2021/947 establishing the Neighbourhood, Development and International Cooperation Instrument — Global Europe",REG_UE,COM,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A32021R0947,80,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000000000000000100,English/ spanish and other EU languages,,,,,,,,,GOB_050000,"Reglamento (UE) 2021/947 por el que se establece el Instrumento de Vecindad, Desarrollo y Cooperación Internacional — Europa Global"
